HAYA_ID|GESTOR|USUARIO
7230985|GADM|dgomez
7230986|GADM|dgomez
7230987|GADM|dgomez
7230988|GADM|dgomez
7230989|GADM|dgomez
7263020|GADM|dgomez
7263037|GADM|dgomez
7230990|GADM|dgomez
7263095|GADM|dgomez
7230991|GADM|dgomez
7230992|GADM|dgomez
7230993|GADM|dgomez
7230994|GADM|dgomez
7230995|GADM|dgomez
7230996|GADM|dgomez
7263279|GADM|dgomez
7263280|GADM|dgomez
7263281|GADM|dgomez
7230997|GADM|dgomez
7230998|GADM|dgomez
7230999|GADM|dgomez
7263384|GADM|dgomez
7263385|GADM|dgomez
7263430|GADM|dgomez
7263529|GADM|dgomez
7263530|GADM|dgomez
7263531|GADM|dgomez
7263532|GADM|dgomez
7263533|GADM|dgomez
7263534|GADM|dgomez
7231000|GADM|dgomez
7263585|GADM|dgomez
7263660|GADM|dgomez
7263662|GADM|dgomez
7263683|GADM|dgomez
7263692|GADM|dgomez
7263693|GADM|dgomez
7263695|GADM|dgomez
7263700|GADM|dgomez
7263711|GADM|dgomez
7263712|GADM|dgomez
7263713|GADM|dgomez
7263714|GADM|dgomez
7263715|GADM|dgomez
7263716|GADM|dgomez
7263717|GADM|dgomez
7263718|GADM|dgomez
7263719|GADM|dgomez
7231001|GADM|dgomez
7231002|GADM|dgomez
7231003|GADM|dgomez
7231004|GADM|dgomez
7263910|GADM|dgomez
7263961|GADM|dgomez
7264032|GADM|dgomez
7264071|GADM|dgomez
7264085|GADM|dgomez
7231005|GADM|dgomez
7264087|GADM|dgomez
7264088|GADM|dgomez
7264089|GADM|dgomez
7231006|GADM|dgomez
7264090|GADM|dgomez
7231007|GADM|dgomez
7264092|GADM|dgomez
7264093|GADM|dgomez
7231008|GADM|dgomez
7264151|GADM|dgomez
7264174|GADM|dgomez
7264179|GADM|dgomez
7231009|GADM|dgomez
7231010|GADM|dgomez
7231011|GADM|dgomez
